Код;SchoolName;Type;Level;Organization;Spec;Subject;ShortNameSchool;City;CityType;Region;Address
001;"муниципальное бюджетное образовательное учреждение ""Средняя общеобразовательная школа №1 г.Вельска""";МБОУ;СОО;школа;;;Средняя общеобразовательная школа №1 г.Вельска;Вельск;город;;
002;"муниципальное бюджетное образовательное учреждение ""Средняя общеобразовательная школа №2 г.Вельска""";МБОУ;СОО;школа;;;Средняя общеобразовательная школа №2 г.Вельска;Вельск;город;;
003;"муниципальное бюджетное образовательное учреждение ""Средняя общеобразовательная школа №3 г. Вельска""";МБОУ;СОО;школа;;;Средняя общеобразовательная школа №3 г. Вельска;Вельск;город;;
004;"муниципальное бюджетное образовательное учреждение ""Средняя общеобразовательная школа №4 г.Вельска""";МБОУ;СОО;школа;;;Средняя общеобразовательная школа №4 г.Вельска;Вельск;город;;
005;"муниципальное бюджетное образовательное учреждение ""Благовещенская  средняя общеобразовательная школа №5""";МБОУ;СОО;школа;;;Благовещенская  средняя общеобразовательная школа №5;Благовещенское;село;Вельский район;
006;"муниципальное бюджетное образовательное учреждение ""Долматовская средняя общеобразовательная школа №6""";МБОУ;СОО;школа;;;Долматовская средняя общеобразовательная школа №6;Долматово;село;Вельский район;
007;"муниципальное бюджетное образовательное учреждение ""Левковская средняя общеобразовательная школа №7""";МБОУ;СОО;школа;;;Левковская средняя общеобразовательная школа №7;Пасьва;поселок;Вельский район;
009;"муниципальное бюджетное образовательное учреждение ""Усть - Шоношская средняя общеобразовательная школа №16""";МБОУ;СОО;школа;;;Усть - Шоношская средняя общеобразовательная школа №16;Усть-Шоноша;поселок;Вельский район;
010;"муниципальное бюджетное образовательное учреждение ""Средняя общеобразовательная школа №15 п.Кулой""";МБОУ;СОО;школа;;;Средняя общеобразовательная школа №15 п.Кулой;Кулой;поселок;Вельский район;
013;"муниципальное бюджетное образовательное учреждение ""Тегринская  средняя общеобразовательная школа №22""";МБОУ;СОО;школа;;;Тегринская  средняя общеобразовательная школа №22;Тегро-Озеро;поселок;Вельский район;
014;"муниципальное бюджетное образовательное учреждение ""Усть - Вельская средняя общеобразовательная школа №23""";МБОУ;СОО;школа;;;Усть-Вельская средняя общеобразовательная школа №23;Горка Муравьевская;деревня;Вельский район;
015;"муниципальное бюджетное образовательное учреждение ""Солгинская средняя общеобразовательная школа №86""";МБОУ;СОО;школа;;;Солгинская средняя общеобразовательная школа №86;Солгинский;поселок;Вельский район;
016;"муниципальное бюджетное образовательное учреждение ""Средняя общеобразовательная школа №90 п.Кулой""";МБОУ;СОО;школа;;;Средняя общеобразовательная школа №90 п.Кулой;Кулой;поселок;Вельский район;
017;"муниципальное бюджетное образовательное учреждение ""Средняя общеобразовательная школа №92 г.Вельска""";МБОУ;СОО;школа;;;Средняя общеобразовательная школа №92 г.Вельска;Вельск;город;;
018;"муниципальное бюджетное образовательное учреждение ""Вечерняя (сменная) общеобразовательная школа""";МБОУ;СОО;школа;сменная;вечерняя;Вечерняя (сменная) общеобразовательная школа;Вельск;город;;
019;"муниципальное бюджетное образовательное учреждение муниципального образования ""Верхнетоемский муниципальный район "" ""Афанасьевская средняя общеобразовательная школа""";МБОУ;СОО;школа;;;Афанасьевская средняя общеобразовательная школа;Вознесенское;село;Верхнетоемский район;
020;"муниципальное бюджетное образовательное учреждение муниципального образования ""Верхнетоемский муниципальный район"" ""Авнюгская средняя общеобразовательня школа""";МБОУ;СОО;школа;;;Авнюгская средняя общеобразовательня школа;Авнюгский;поселок;Верхнетоемский район;
021;"муниципальное бюджетное образовательное учреждение муниципального образования ""Верхнетоемский муниципальный район"" ""Верхнетоемская средняя общеобразовательная школа""";МБОУ;СОО;школа;;;Верхнетоемская средняя общеобразовательная школа;Верхняя Тойма;село;Верхнетоемский район;
022;"муниципальное бюджетное образовательное учреждение муниципального образования ""Верхнетоемский муниципальный район"" "" Выйская средняя общеобразовательная школа""";МБОУ;СОО;школа;;;Выйская средняя общеобразовательная школа;Окуловская;деревня;Верхнетоемский район;
023;"муниципальное бюджетное образовательное учреждение муниципального образования ""Верхнетоемский муниципальный район"" ""Зеленниковская средняя общеобразовательная школа""";МБОУ;СОО;школа;;;Зеленниковская средняя общеобразовательная школа;Зеленник;поселок;Верхнетоемский район;
024;"муниципальное бюджетное образовательное учреждение муниципального образования ""Верхнетоемский муниципальный район"" ""Нижнетоемская средняя общеобразовательная школа""";МБОУ;СОО;школа;;;Нижнетоемская средняя общеобразовательная школа;Бурцевская;деревня;Верхнетоемский район;
025;"муниципальное бюджетное образовательное учреждение муниципального образования ""Верхнетоемский муниципальный район"" ""Горковская средняя общеобразовательная школа"".";МБОУ;СОО;школа;;;Горковская средняя общеобразовательная школа;Согра;деревня;Верхнетоемский район;
026;"муниципальное бюджетное образовательное учреждение  муниципального образования ""Верхнетоемский муниципальный район"" ""Корниловская средняя общеобразовательная школа""";МБОУ;СОО;школа;;;Корниловская средняя общеобразовательная школа;Двинской;поселок;Верхнетоемский район;
027;"Муниципальное образовательное учреждение ""Вилегодская средняя общеобразовательная школа""";МОУ;СОО;школа;;;Вилегодская средняя общеобразовательная школа;Вилегодск;село;Вилегодский район;
028;"Муниципальное образовательное учреждение ""Вохтинская средняя общеобразовательная школа""";МОУ;СОО;школа;;;Вохтинская средняя общеобразовательная школа;Широкий;поселок;Вилегодский район;
029;"Муниципальное образовательное учреждение ""Ильинская средняя общеобразовательная школа""";МОУ;СОО;школа;;;Ильинская средняя общеобразовательная школа;Ильинско-Подомское;село;Вилегодский район;
030;"муниципальное образовательное учреждение ""Никольская средняя общеобразовательная школа""";МОУ;СОО;школа;;;Никольская средняя общеобразовательная школа;Никольск;село;Вилегодский район;
031;"Муниципальное образовательное учреждение ""Павловская средняя общеобразовательная школа""";МОУ;СОО;школа;;;Павловская средняя общеобразовательная школа;Залесье;деревня;Вилегодский район;
032;"Муниципальное образовательное учреждение ""Фоминская средняя общеобразовательная школа""";МОУ;СОО;школа;;;Фоминская средняя общеобразовательная школа;Фоминский;поселок;Вилегодский район;
033;"Муниципальное бюджетное образовательное учреждение ""Общеобразовательная Березниковская средняя школа""";МБОУ;СОО;школа;;;Общеобразовательная Березниковская средняя школа;Березник;поселок;Виноградовский район;
034;"Муниципальное бюджетное образовательное учреждение ""Общеобразовательная Рочегодская средняя школа""";МБОУ;СОО;школа;;;Общеобразовательная Рочегодская средняя школа;Рочегда;поселок;Виноградовский район;
035;"Муниципальное бюджетное образовательное учреждение ""Общеобразовательная Сельменьгская средняя школа""";МБОУ;СОО;школа;;;Общеобразовательная Сельменьгская средняя школа;Сельменьга;поселок;Виноградовский район;
037;"Муниципальное бюджетное образовательное учреждение ""Общеобразовательная Устьваеньгская средняя школа""";МБОУ;СОО;школа;;;Общеобразовательная Устьваеньгская средняя школа;Усть-Ваеньга;поселок;Виноградовский район;
038;"Муниципальное бюджетное образовательное учреждение ""Общеобразовательная Хетовская средняя школа""";МБОУ;СОО;школа;;;Общеобразовательная Хетовская средняя школа;Хетово;поселок;Виноградовский район;
039;"Муниципальное образовательное учреждени ""Архангельская средняя общеобразовательная школа""";МОУ;СОО;школа;;;Архангельская средняя общеобразовательная школа;Шелоховская;деревня;Каргопольский район;
040;"Муниципальное образовательное учреждение ""Кречетовская средняя общеобразовательная школа""";МОУ;СОО;школа;;;Кречетовская средняя общеобразовательная школа;Кречетово;деревня;Каргопольский район;
041;"Муниципальное образовательное учреждение ""Средняя общеобразовательная школа №2 с углубленным изучением математики""";МОУ;СОО;школа;спец;математика;Средняя общеобразовательная школа №2 с углубленным изучением математики;Каргополь;город;;
042;"Муниципальное образовательное учреждение ""Средняя общеобразовательная  школа №3""";МОУ;СОО;школа;;;Средняя общеобразовательная  школа №3;Каргополь;город;;
043;"Муниципальное образовательное учреждение""Ошевенская средняя общеобразовательная школа""";МОУ;СОО;школа;;;Ошевенская средняя общеобразовательная школа;Ширяиха;деревня;Каргопольский район;
044;"Муниципальное образовательное учреждение ""Павловская средняя общеобразовательная школа""";МОУ;СОО;школа;;;Павловская средняя общеобразовательная школа;Пригородный;поселок;Каргопольский район;
045;"Муниципальное образовательное учреждение ""Печниковская средняя общеобразовательная школа""";МОУ;СОО;школа;;;Печниковская средняя общеобразовательная школа;Ватамановская;деревня;Каргопольский район;
046;"Муниципальное образовательное учреждение ""Тихманьгская средняя общеобразовательная школа""";МОУ;СОО;школа;;;Тихманьгская средняя общеобразовательная школа;Патровская;деревня;Каргопольский район;
047;"Муниципальное образовательное учреждение ""Усачевская средняя общеобразовательная школа""";МОУ;СОО;школа;;;Усачевская средняя общеобразовательная школа;Усачевская;деревня;Каргопольский район;
048;"Муниципальное образовательное учреждение""Ухотская средняя общеобразовательная школа""";МОУ;СОО;школа;;;Ухотская средняя общеобразовательная школа;Песок;деревня;Каргопольский район;
049;"Муниципальное бюджетное образовательное учреждение ""Климовская средняя общеобразовательная школа""";МБОУ;СОО;школа;;;Климовская средняя общеобразовательная школа;Климовская;деревня;Коношский район;
050;"Муниципальное бюджетное образовательное учреждение ""Волошская средняя общеобразовательная школа""";МБОУ;СОО;школа;;;Волошская средняя общеобразовательная школа;Волошка;поселок;Коношский район;
051;"Муниципальное бюджетное образовательное учреждение ""Ерцевская средняя общеобразовательная школа""";МБОУ;СОО;школа;;;Ерцевская средняя общеобразовательная школа;Ерцево;поселок;Коношский район;
053;"Муниципальное бюджетное образовательное учреждение ""Коношская средняя общеобразовательная школа""";МБОУ;СОО;школа;рабочий поселок;;Коношская средняя общеобразовательная школа;Коноша;поселок;Коношский район;
054;"Муниципальное бюджетное образовательное учреждение ""Подюжская средняя общеобразовательная школа""";МБОУ;СОО;школа;;;Подюжская средняя общеобразовательная школа;Подюга;поселок;Коношский район;
056;"Муниципальное бюджетное образовательное учреждение ""Тавреньгская средняя общеобразовательная школа""";МБОУ;СОО;школа;;;Тавреньгская средняя общеобразовательная школа;Пономаревская;деревня;Коношский район;
057;"Муниципальное бюджетное образовательное учреждение ""Коношская вечерняя (сменная) общеобразовательная школа""";МБОУ;СОО;школа;сменная;вечерняя;Коношская вечерняя (сменная) общеобразовательная школа;Коноша;поселок;Коношский район;
058;Муниципальное общеобразовательное учреждение “Забелинская средняя общеобразовательная школа”;МОУ;СОО;школа;;;Забелинская средняя общеобразовательная школа;Федотовская;деревня;Котласский район;
059;Муниципальное общеобразовательное учреждение   “Песчанская средняя общеобразовательная школа”;МОУ;СОО;школа;;;Песчанская средняя общеобразовательная школа;Григорово;деревня;Котласский район;
060;Муниципальное общеобразовательное учреждение   “Приводинская средняя общеобразовательная школа”;МОУ;СОО;школа;;;Приводинская средняя общеобразовательная школа;Приводино;поселок;Котласский район;
061;Муниципальное общеобразовательное учреждение   “Савватиевская средняя общеобразовательная школа”;МОУ;СОО;школа;;;Савватиевская средняя общеобразовательная школа;Савватия;поселок;Котласский район;
062;Муниципальное общеобразовательное учреждение   “Сольвычегодская средняя общеобразовательная школа”;МОУ;СОО;школа;;;Сольвычегодская средняя общеобразовательная школа;Сольвычегодск;город;Котласский район;
063;Муниципальное общеобразовательное учреждение   “Удимская №1 средняя общеобразовательная школа”;МОУ;СОО;школа;;;Удимская №1 средняя общеобразовательная школа;Куимиха;деревня;Котласский район;
064;Муниципальное общеобразовательное учреждение   “Удимская №2 средняя общеобразовательная школа”;МОУ;СОО;школа;;;Удимская №2 средняя общеобразовательная школа”;Удимский;поселок;Котласский район;
065;Муниципальное общеобразовательное учреждение   “Харитоновская средняя общеобразовательная школа”;МОУ;СОО;школа;;;Харитоновская средняя общеобразовательная школа;Харитоново;поселок;Котласский район;
066;Муниципальное общеобразовательное учреждение   “Шипицынская средняя общеобразовательная школа”;МОУ;СОО;школа;;;Шипицынская средняя общеобразовательная школа;Шипицыно;поселок;Котласский район;
067;"Муниципальное  бюджетное образовательное учреждение""Верхнеуфтюгская средняя общеобразовательная школа"" муниципального образования ""Красноборский муниципальный район"" Архангельской области";МБОУ;СОО;школа;;;Верхнеуфтюгская средняя общеобразовательная школа;В-Уфтюга;село;Красноборский район;
068;"Муниципальное бюджетное образовательное учреждение""Красноборская средняя общеобразовательная школа""муниципального образования""Красноборский муниципальный район"" Архангельской области`";МБОУ;СОО;школа;;;Красноборская средняя общеобразовательная школа;Красноборск;село;Верхнеборский район;
069;"Муниципальное бюджетное образовательное учреждение ""Куликовская средняя общеобразовательная школа "" муниципального образования""Красноборский муниципальный район"" Архангельской области`";МБОУ;СОО;школа;;;Куликовская средняя общеобразовательная школа;Куликово;поселок;Верхнеборский район;
070;"Муниципальное бюджетное образовательное учреждение""Черевковская средняя общеобразовательная школа"" муниципального образования ""Красноборский муниципальный район "" Архангельской области";МБОУ;СОО;школа;;;Черевковская средняя общеобразовательная школа;Черевково;село;Верхнеборский район;
071;"Муниципальное бюждетное образовательное учреждение ""Козьминская средняя общеобразовательная школа""";МБОУ;СОО;школа;;;Козьминская средняя общеобразовательная школа;Козьмино;село;Ленский район;
072;"Муниципальное бюджетное образовательное учреждение ""Ленская средняя общеобразовательная школа""";МБОУ;СОО;школа;;;Ленская средняя общеобразовательная школа;Лена;село;Ленский район;
074;"муниципальное бюджетное образовательное учреждение ""Сойгинская  средняя общеобразовательная школа""";МБОУ;СОО;школа;;;Сойгинская  средняя общеобразовательная школа;Сойга;поселок;Ленский район;
075;"Муниципальное бюджетное образовательное учреждение ""Урдомская средняя общеобразовательная школа""";МБОУ;СОО;школа;;;Урдомская средняя общеобразовательная школа;Урдома;поселок;Ленский район;
076;"мунципальное бюджетное образовательное учреждене ""  Яренская  средняя общеобразовательная школа""";МБОУ;СОО;школа;;;Яренская  средняя общеобразовательная школа;Яренск;село;Ленский район;
077;"Муниципальное бюджетное образовательное учреждение ""Вожгорская средняя общеобразовательная школа""";МБОУ;СОО;школа;;;Вожгорская средняя общеобразовательная школа;Вожгора;село;Лешуконский район;
078;"Муниципальное бюджетное образовательное учреждение ""Койнасская средняя общеобразовательная школа""";МБОУ;СОО;школа;;;Койнасская средняя общеобразовательная школа;Койнас;село;Лешуконский район;
079;"Муниципальное бюджетное образовательное учреждение ""Лешуконская средняя общеобразовательная школа""";МБОУ;СОО;школа;;;Лешуконская средняя общеобразовательная школа;Лешуконское;село;Лешуконский район;
081;"Муниципальное бюджетное образовательное учреждение ""Устьвашская средняя общеобразовательная школа""";МБОУ;СОО;школа;;;Устьвашская средняя общеобразовательная школа;Лешуконское;село;Лешуконский район;
084;"Муниципальное бюджетное образовательное учреждение "" Каменская общеобразовательная средняя школа Мезенского района"".";МБОУ;СОО;школа;;;Каменская общеобразовательная средняя школа Мезенского района;Каменка;поселок;Мезенский район;
086;"муниципальное бюджетное образовательное учреждение ""Общеобразовательная Быченская средняя школа Мезенского района""";МБОУ;СОО;школа;;;Общеобразовательная Быченская средняя школа Мезенского района;Бычье;деревня;Мезенский район;
087;"Муниципальное бюджетное образовательное учреждение""Общеобразовательная Долгощельская средняя школа Мезенского района"".";МБОУ;СОО;школа;;;Общеобразовательная Долгощельская средняя школа Мезенского района;Долгощелье;село;Мезенский район;
088;"Муниципальное бюджетное образовательное учреждение ""Общеобразовательная Дорогорская средняя школа Мезенского района"".";МБОУ;СОО;школа;;;Общеобразовательная Дорогорская средняя школа Мезенского района;Дорогорское;село;Мезенский район;
090;"Муниципальное бюджетное образовательное учреждение""Мезенская  средняя общеобразовательная школа  "".";МБОУ;СОО;школа;;;Мезенская  средняя общеобразовательная школа;Мезень;город;;
092;"муниципальное бюджетное образовательное учреждение ""Лепшинская средняя общеобразовательная школа""";МБОУ;СОО;школа;лесной поселок;;Лепшинская средняя общеобразовательная школа;Лепша-Новый;поселок;Няндомский район;
093;"муниципальное бюджетное образовательное учреждение ""Мошинская средняя общеобразовательная  школа""";МБОУ;СОО;школа;;;Мошинская средняя общеобразовательная школа;Петариха;деревня;Няндомский район;
094;"муниципальное бюджетное образовательное учреждение ""Шалакушская средняя общеобразовательная школа""";МБОУ;СОО;школа;;;Шалакушская средняя общеобразовательная школа;Шалакуша;поселок;Няндомский район;
095;"муниципальное бюджетное образовательное учреждение ""Средняя общеобразовательная школа № 2 города Няндома""";МБОУ;СОО;школа;;;Средняя общеобразовательная школа № 2 города Няндома;Няндома;город;;
096;"муниципальное бюджетное образовательное учреждение ""Средняя общеобразовательная школа № 3 города Няндома""";МБОУ;СОО;школа;;;Средняя общеобразовательная школа № 3 города Няндома;Няндома;город;;
097;"муниципальное бюджетное образовательное учреждение ""Средняя общеобразовательная школа № 7 города Няндома""";МБОУ;СОО;школа;;;Средняя общеобразовательная школа № 7 города Няндома;Няндома;город;;
098;"муниципальное бюджетное образовательное учреждение ""Средняя общеобразовательная школа № 6 города Няндома""";МБОУ;СОО;школа;;;Средняя общеобразовательная школа № 6 города Няндома;Няндома;город;;
099;"муниципальное бюджетное образовательное учреждение ""Вечерняя (сменная) общеобразовательная школа №5 города Няндома""";МБОУ;СОО;школа;сменная;вечерняя;Вечерняя (сменная) общеобразовательная школа №5 города Няндома;Няндома;город;;
101;"Муниципальное бюджетное образовательное учреждение  ""Кодинская средняя общеобразовательная школа""";МБОУ;СОО;школа;;;Кодинская средняя общеобразовательная школа;Кодино;поселок;Онежский район;
102;"Муниципальное бюджетное образовательное учреждение ""Малошуйская средняя общеобразовательная школа""";МБОУ;СОО;школа;;;Малошуйская средняя общеобразовательная школа;Малошуйка;поселок;Онежский район;
103;"Муниципальное бюджетное образовательное учреждение ""Покровская средняя общеобразовательная школа""";МБОУ;СОО;школа;;;Покровская средняя общеобразовательная школа;Покровское;поселок;Онежский район;
104;"Муниципальное бюджетное образовательное учреждение ""Средняя общеобразовательная школа №1г.Онеги""";МБОУ;СОО;школа;;;Средняя общеобразовательная школа №1 г.Онеги;Онега;город;;
105;"Муниципальное бюджетное образовательное учреждение ""Средняя общеобразовательная школа №2 г. Онеги""";МБОУ;СОО;школа;;;Средняя общеобразовательная школа №2 г. Онеги;Онега;город;;
107;"Муниципальное бюджетное образовательное учреждение ""Средняя общеобразовательная школа №4 г.Онеги""";МБОУ;СОО;школа;;;Средняя общеобразовательная школа №4 г.Онеги;Онега;город;;
108;"Муниципальное бюджетное образовательное учреждение ""Чекуевская средняя общеобразовательная школа""";МБОУ;СОО;школа;;;Чекуевская средняя общеобразовательная школа;Анциферовский бор;деревня;Онежский район;
110;"Муниципальное бюджетное образовательное учреждение ""Вечерняя  (сменная) общеобразовательная школа г. Онеги""";МБОУ;СОО;школа;сменная;вечерняя;Вечерняя  (сменная) общеобразовательная школа г. Онеги;Онега;город;;
111;"Муниципальное бюджетное образовательное учреждение ""Карпогорская средняя общеобразовательная школа № 118"" муниципального образования ""Пинежский муниципальный район""";МБОУ;СОО;школа;;;Карпогорская средняя общеобразовательная школа № 118;Карпогоры;село;Пинежский район;
112;"Муниципальное бюджетное образовательное учреждение ""Новолавельская средняя общеобразовательная школа №3"" муниципального образования ""Пинежский муниципальный район""";МБОУ;СОО;школа;;;Новолавельская средняя общеобразовательная школа №3;Новолаева;поселок;Пинежский район;
114;"Муниципальное бюджетное образовательное учреждение ""Сурская средняя общеобразовательная школа №2"" муниципального образования ""Пинежский муниципальный район""";МБОУ;СОО;школа;;;Сурская средняя общеобразовательная школа №2;Сура;село;Пинежский район;
115;"Муниципальное  бюджетное образовательное учреждение ""Ясненская средняя общеобразовательная школа № 7"" муниципального образования ""Пинежский муниципальный  район""";МБОУ;СОО;школа;;;Ясненская средняя общеобразовательная школа № 7;Ясный;поселок;Пинежский район;
116;"Муниципальное бюджетное образовательное учреждение ""Сийская средняя общеобразовательная школа №116"" муниципального образования ""Пинежский муниципальный район""";МБОУ;СОО;школа;;;Сийская средняя общеобразовательная школа №116;Сия;поселок;Пинежский район;
117;"Муниципальное бюджетное образовательное учреждение ""Сосновская средняя общеобразовательная школа № 1"" муниципального образования ""Пинежский муниципальный район""";МБОУ;СОО;школа;;;Сосновская средняя общеобразовательная школа № 1;Сосновка;поселок;Пинежский район;
118;"Муниципальное бюджетное образовательное учреждение ""Междуреченская  средняя  общеобразовательная школа № 6"" муниципального образования ""Пинежский муниципальный район";МБОУ;СОО;школа;;;Междуреченская  средняя  общеобразовательная школа № 6;Междуреченский;поселок;Пинежский район;
119;"Муниципальное бюджетное образовательное учреждение ""Кушкопальская средняя общеобразовательная школа №4"" муниципального образования ""Пинежский муниципальный район""";МБОУ;СОО;школа;;;Кушкопальская средняя общеобразовательная школа №4;Кушкопала;деревня;Пинежский район;
120;"Муниципальное бюджетное образовательное учреждение ""Пинежская средняя общеобразовательная школа № 117"" муниципального образования ""Пинежский муниципальный район""";МБОУ;СОО;школа;;;Пинежская средняя общеобразовательная школа № 117;Пинега;поселок;Пинежский район;
121;"Муниципальное бюджетное  образовательное учреждение ""Карпогорская вечерняя (сменная) средняя общеобразовательная школа №51"" муниципального образования ""Пинежский муниципальный район""";МБОУ;СОО;школа;сменная;вечерняя;Карпогорская вечерняя (сменная) средняя общеобразовательная школа №51;Карпогоры;село;Пинежский район;
